,Unnamed: 0,questions,id,questions_preproc
928,928,Comment les opérateurs économiques coopèrent ils avec l autorité chargée de la surveillance du marché des véhicules et des moteurs?,224,comment opérateur économique coopérer autorité chargé surveillance marché véhiculer moteur
929,929,Qu'est ce que les agents de l autorité chargée de la surveillance du marché des véhicules et des moteurs peuvent constater?,225,agent autorité chargé surveillance marché véhiculer moteur pouvoir constater
930,930,Quelle est la compétence nationale des agents de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,225,quel compétence nationale agent autorité chargé surveillance marché véhiculer moteur
931,931,Quelle est la compétence des agents de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,225,quel compétence agent autorité chargé surveillance marché véhiculer moteur
932,932,Quelle est la qualification des agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,226,quel qualification agent habilité autorité chargé surveillance marché véhiculer moteur
933,933,Quelle est la qualification des agents habilités de l autorité chargée de surveiller le marché des véhicules et des moteurs?,226,quel qualification agent habilité autorité chargé surveiller marché véhiculer moteur
934,934,Quel type de personne peut être employé par les agents habilités?,226,quel type personne pouvoir être employé agent habilité
935,935,Qui peut être une personne qualifiée pour effectuer les missions?,226,pouvoir être personne qualifié effectuer mission
936,936,Quelle est la responsabilité des agents habilités à cet effet par le ministre chargé des transports?,227,quel responsabilité agent habilité ce effet ministre chargé transport
937,937,Quelle est la nature des organismes habilités à cet effet par le ministre chargé des transports?,227,quel nature organisme habilité ce effet ministre chargé transport
938,938,Quelle est la responsabilité des agents habilités par le ministre chargé des transports?,227,quel responsabilité agent habilité ministre chargé transport
939,939,Quelle est la responsabilité des agents habilités à cet effet?,227,quel responsabilité agent habilité ce effet
940,940,Que peuvent assister les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs dans les opérations de contrôle prévues par le présent chapitre,228,pouvoir assister agent habilité autorité chargé surveillance marché véhiculer moteur opération contrôle prévoir présent chapitre
941,941,Qui peut aider les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs dans les opérations de contrôle prévues par le présent chapitre,228,pouvoir aider agent habilité autorité chargé surveillance marché véhiculer moteur opération contrôle prévoir présent chapitre
942,942,Que peuvent faire les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs dans les opérations de contrôle prévues par le présent chapitre,228,pouvoir faire agent habilité autorité chargé surveillance marché véhiculer moteur opération contrôle prévoir présent chapitre
943,943,Qui peut aider les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs dans les opérations de contrôle prévues à la section 3,228,pouvoir aider agent habilité autorité chargé surveillance marché véhiculer moteur opération contrôle prévoir section
944,944,Que peuvent assister les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs dans les opérations de contrôle prévues par la présente section,228,pouvoir assister agent habilité autorité chargé surveillance marché véhiculer moteur opération contrôle prévoir présente section
945,945,Quel est le seul moyen de prouver la véracité des infractions?,229,quel seul moyen prouver véracité infraction
946,946,Qu'est - ce que les procès-verbaux?,229,procès verbal
947,947,Quel est le seul moyen de prouver les infractions?,229,quel seul moyen prouver infraction
948,948,Que peut-on opposer aux agents habilités agissant dans le cadre des pouvoirs conférés par le présent chapitre?,230,pouvoir opposer agent habilité agissant cadre pouvoir conféré présent chapitre
949,949,Qu'est-ce qui ne peut être opposé aux agents habilités à exercer leurs pouvoirs?,230,pouvoir être opposé agent habilité exercer son pouvoir
950,950,Qu'est-ce qui ne peut être opposé aux agents habilités?,230,pouvoir être opposé agent habilité
951,951,Qu'est-ce qu'un agent habilité?,230,agent habilité
952,952,Qu'est-ce que le secret professionnel?,230,secret professionnel
953,953,Qu est-ce qui interdit de faire obstacle à l exercice des fonctions des agents habilités?,231,interdire faire obstacle exercice fonction agent habilité
954,954,Qu est-ce qui interdit aux agents habilités de faire obstacle à l exercice des fonctions?,231,interdire agent habilité faire obstacle exercice fonction
955,955,Qu est-ce qui interdit aux agents habilités de faire obstacle à leur fonction?,231,interdire agent habilité faire obstacle fonction
956,956,Qu est-ce qui interdit aux agents habilités de faire obstacle?,231,interdire agent habilité faire obstacle
957,957,Qui peut refuser l'exercice des fonctions des agents habilités?,231,pouvoir refuser exercice fonction agent habilité
958,958,Qu'est-ce que les contrôles de conformité consistent en?,232,contrôle conformité consister
959,959,Qu'est-ce qui est réalisé de façon contradictoire?,232,réalisé façon contradictoire
960,960,Qu'est-ce que les contrôles de conformité?,232,contrôle conformité
961,961,Qu'est-ce que le contrôle de conformité?,232,contrôle conformité
962,962,Que transmet l opérateur économique à l'autorité chargée de la surveillance du marché des véhicules et des moteurs?,233,transmettre opérateur économique autorité chargé surveillance marché véhiculer moteur
963,963,Quelle est la durée maximale du délai raisonnable que doit respecter l opérateur économique pour obtenir des explications?,233,quel durée maximale délai raisonnable doit respecter opérateur économique obtenir explication
964,964,Quelle est la durée maximale du délai que l opérateur économique peut donner à l'autorité?,233,quel durée maximale délai opérateur économique pouvoir donner autorité
965,965,Quel est le droit d'accéder aux données issues d'un système informatique ou d un traitement de données nominatives?,234,quel droit accéder donnée issue système informatique traitement donnée nominatif
966,966,Quel est le droit d'accéder aux données issues d un système informatique ou d un traitement de données nominatives?,234,quel droit accéder donnée issue système informatique traitement donnée nominatif
967,967,Que peut-on accéder aux données issues d un système informatique ou d un traitement de données nominatives?,234,pouvoir accéder donnée issue système informatique traitement donnée nominatif
968,968,Que peuvent obtenir les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,235,pouvoir obtenir agent habilité autorité chargé surveillance marché véhiculer moteur
969,969,Que peuvent demander les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,235,pouvoir demander agent habilité autorité chargé surveillance marché véhiculer moteur
970,970,Qu'est-ce qui peut être fixé par arrêté du ministre chargé des transports?,235,pouvoir être fixé arrêté ministre chargé transport
971,971,Sur quoi portent les informations qui peuvent être utiles aux opérateurs économiques?,236,quoi porter information pouvoir être utile opérateur économique
972,972,Quelle est la nature des informations que les opérateurs économiques peuvent fournir?,236,quel nature information opérateur économique pouvoir fournir
973,973,Sur quoi portent les informations que les opérateurs économiques peuvent fournir?,236,quoi porter information opérateur économique pouvoir fournir
974,974,Sur quoi portent les informations que les opérateurs économiques doivent fournir?,236,quoi porter information opérateur économique devoir fournir
975,975,Dans quelles conditions le secret des affaires est-il protégé par le livre Ier du code de commerce?,237,quel condition secret affaire protégé livre ier code commerce
976,976,Dans quelles conditions le secret des affaires peut-il être protégé?,237,quel condition secret affaire pouvoir être protégé
977,977,Dans quelles conditions le secret des affaires est-il protégé?,237,quel condition secret affaire protégé
978,978,Qu est-ce que le secret des affaires?,237,secret affaire
979,979,Quelle est la protection du secret des affaires?,237,quel protection secret affaire
980,980,Quel est le montant de l astreinte journalière prononcée par l'autorité chargée de la surveillance du marché des véhicules et des moteurs?,238,quel montant astreinte journalière prononcé autorité chargé surveillance marché véhiculer moteur
981,981,Que peut ordonner l'autorité chargée de la surveillance du marché des véhicules et des moteurs en cas d'omission?,238,pouvoir ordonner autorité chargé surveillance marché véhiculer moteur cas omission
982,982,Que peut ordonner l'autorité chargée de la surveillance du marché des véhicules et des moteurs?,238,pouvoir ordonner autorité chargé surveillance marché véhiculer moteur
983,983,Qu'est-ce que l'astreinte journalière?,238,astreinte journalière
984,984,Qu'est-ce que les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs réalisent dans le cadre de leurs missions,239,agent habilité autorité chargé surveillance marché véhiculer moteur réaliser cadre son mission
985,985,Qu'est-ce que les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs réalisent dans le cadre de leur mission,239,agent habilité autorité chargé surveillance marché véhiculer moteur réaliser cadre mission
986,986,Que réalisent les agents habilités de l'autorité chargée de la surveillance du marché des véhicules et des moteurs dans le cadre de leurs missions de contrôle du marché,239,réaliser agent habilité autorité chargé surveillance marché véhiculer moteur cadre son mission contrôle marché
987,987,Qu'est-ce que les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs réalisent dans le cadre de leurs fonctions,239,agent habilité autorité chargé surveillance marché véhiculer moteur réaliser cadre son fonction
988,988,Qu'est-ce que les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs réalisent dans le cadre de leur surveillance,239,agent habilité autorité chargé surveillance marché véhiculer moteur réaliser cadre surveillance
989,989,Qu'est-ce qui peut être mis à disposition par le titulaire du certificat d immatriculation du véhicule ou de la remorque?,240,pouvoir être mettre disposition titulaire certificat immatriculation véhicule remorque
990,990,Quel est le montant de l'indemnisation si un bien vient à être endommagé et ne peut être restitué en l'état?,240,quel montant indemnisation si bien venir être endommagé pouvoir être restituer état
991,991,Quel est le montant de l'indemnisation si un bien vient à être endommagé et ne peut être restitué en l état?,240,quel montant indemnisation si bien venir être endommagé pouvoir être restituer état
992,992,Quel est le montant de l'indemnisation si le bien vient à être endommagé et ne peut être restitué en l état?,240,quel montant indemnisation si bien venir être endommagé pouvoir être restituer état
993,993,Qu'est-ce qui permet aux opérateurs économiques de contrôler les systèmes?,241,permettre opérateur économique contrôler système
994,994,Qu'est-ce qui permet aux opérateurs économiques de récupérer les échantillons?,241,permettre opérateur économique récupérer échantillon
995,995,Qu'est-ce qui est pris en compte pour les contrôles?,241,prendre compte contrôle
996,996,Qu'est-ce qui est pris en charge pour les contrôles?,241,prendre charge contrôle
997,997,Qu'est-ce qui est transmis aux agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,242,transmettre agent habilité autorité chargé surveillance marché véhiculer moteur
998,998,Qu'est ce qui est transmis aux agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,242,transmettre agent habilité autorité chargé surveillance marché véhiculer moteur
999,999,Qu'est-ce qui permet aux agents habilités de contrôler le marché des véhicules et des moteurs?,242,permettre agent habilité contrôler marché véhiculer moteur
1000,1000,Qu'est-ce que l'accès aux locaux et aux moyens de transport à usage professionnel?,243,accès local moyen transport usage professionnel
1001,1001,Dans quelles conditions l accès aux locaux et aux moyens de transport à usage professionnel est-il possible?,243,quel condition accès local moyen transport usage professionnel possible
1002,1002,Dans quelles conditions l accès aux locaux et aux moyens de transport à usage professionnel est-il autorisé?,243,quel condition accès local moyen transport usage professionnel autorisé
1003,1003,Dans quelles conditions peut-on accéder aux locaux et aux moyens de transport à usage professionnel?,243,quel condition pouvoir accéder local moyen transport usage professionnel
1004,1004,Dans quelles conditions peut-on accéder aux locaux et aux moyens de transport professionnels?,243,quel condition pouvoir accéder local moyen transport professionnel
1005,1005,Quelle est la nature des informations contenues dans l'ordonnance?,244,quel nature information contenu ordonnance
1006,1006,Que mentionne l'ordonnance sur les lieux à visiter?,244,mentionner ordonnance lieu visiter
1007,1007,Quelles sont les informations mentionnées dans l'ordonnance unique?,244,quel information mentionner ordonnance unique
1008,1008,Quelles sont les informations mentionnées dans l'ordonnance?,244,quel information mentionner ordonnance
1009,1009,Que mentionne l'ordonnance?,244,mentionner ordonnance
1010,1010,Qu'est-ce que la Sous-section 5 : Contrôle de la vente en ligne des biens en ligne?,245,sous section contrôle vente ligne bien ligne
1011,1011,Qu'est-ce que la Sous-section 5 : Contrôle de la vente des biens en ligne?,245,sous section contrôle vente bien ligne
1012,1012,Comment s'appelle la Sous-section 5 : Contrôle de la vente en ligne des biens en ligne?,245,comment appeler sous section contrôle vente ligne bien ligne
1013,1013,Qu est-ce qui est précisé par le décret prévu par l article L. 329-51. Sous-section 6 : Echange et diffusion d,246,préciser décret prévoir article sous section echange diffusion
1014,1014,Quel est le nom de l'identité d emprunt utilisée par les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs lors,246,quel nom identité emprunt utilisé agent habilité autorité chargé surveillance marché véhiculer moteur lors
1015,1015,Quel est le nom de l'identité d emprunt utilisée par les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs pour,246,quel nom identité emprunt utilisé agent habilité autorité chargé surveillance marché véhiculer moteur
1016,1016,Quel est le nom de l'identité d emprunt utilisée par les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,246,quel nom identité emprunt utilisé agent habilité autorité chargé surveillance marché véhiculer moteur
1017,1017,Que peuvent faire les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs lors de l achat d un bien sur internet?,246,pouvoir faire agent habilité autorité chargé surveillance marché véhiculer moteur lors achat bien internet
1018,1018,Quelle est la nature des informations qui peuvent être recueillies par l autorité administrative chargée de la surveillance du marché des véhicules et des moteurs?,247,quel nature information pouvoir être recueilli autorité administratif chargé surveillance marché véhiculer moteur
1019,1019,Quelle est la nature du secret professionnel qui peut être recueilli?,247,quel nature secret professionnel pouvoir être recueilli
1020,1020,Quelle est la nature des informations qui peuvent être recueillies?,247,quel nature information pouvoir être recueilli
1021,1021,Qu'est-ce que la Commission européenne?,247,commission européen
1022,1022,Quelle est la nature du secret professionnel?,247,quel nature secret professionnel
1023,1023,A qui les informations peuvent-elles être transmises dans le cadre des contrôles prévus par le présent chapitre?,248,information pouvoir il être transmis cadre contrôle prévoir présent chapitre
1024,1024,A qui les informations peuvent-elles être transmises?,248,information pouvoir il être transmis
1025,1025,A qui les informations sont-elles destinées?,248,information il destinée
1026,1026,Que peuvent révéler les agents habilités de l autorité chargée de la surveillance du marché des véhicules et des moteurs?,249,pouvoir révéler agent habilité autorité chargé surveillance marché véhiculer moteur
1027,1027,Qu'est-ce que l'article 11 du code de procédure pénale?,249,article code procédure pénal
1028,1028,Qu'est-ce que la notification de non conformité?,249,notification non conformité
1029,1029,Quelle est la nature du secret professionnel?,249,quel nature secret professionnel
1030,1030,Quel est le caractère probant des constatations effectuées par l autorité de surveillance du marché d'un autre État membre dans le cadre d'enquêtes visant à,250,quel caractère probant constatation effectuer autorité surveillance marché autre état membre cadre enquête viser
1031,1031,Quel est le caractère probant des constatations effectuées par l autorité de surveillance du marché d'un autre Etat membre dans le cadre d'enquêtes visant à,250,quel caractère probant constatation effectuer autorité surveillance marché autre état membre cadre enquête viser
1032,1032,Quel est le caractère probant des constatations effectuées par l autorité de surveillance du marché d'un autre État membre dans le cadre d enquêtes visant à vérifier,250,quel caractère probant constatation effectuer autorité surveillance marché autre état membre cadre enquête viser vérifier
1033,1033,Quel est le caractère probant des constatations effectuées par l autorité de surveillance du marché d'un autre État membre?,250,quel caractère probant constatation effectuer autorité surveillance marché autre état membre
1034,1034,Quel est le caractère probant des constatations effectuées par l autorité de surveillance du marché d'un autre Etat membre?,250,quel caractère probant constatation effectuer autorité surveillance marché autre état membre
1035,1035,Quel est le délai que doit respecter l'autorité si la non-conformité est avérée?,251,quel délai doit respecter autorité si non conformité avéré
1036,1036,"Que fait l'autorité si la non-conformité est avérée, dresse procès-verbal?",251,faire autorité si non conformité avéré dresse procès verbal
1037,1037,Quel est le délai que doit respecter l'autorité pour dresser procès-verbal?,251,quel délai doit respecter autorité dresser procès verbal
1038,1038,Que fait l'autorité si la non-conformité est avérée?,251,faire autorité si non conformité avéré
1039,1039,Que se passe-t-il si l opérateur renonce explicitement à choisir un expert ou ne le désigne pas dans le délai imparti par cette autorité?,252,passe si opérateur renonce explicitement choisir expert désigner délai impartir ce autorité
1040,1040,Que se passe-t-il si l'opérateur renonce explicitement à choisir un expert ou ne désigne pas d'autre expert?,252,passe si opérateur renonce explicitement choisir expert désigner autre expert
1041,1041,Que se passe-t-il si l opérateur renonce explicitement à choisir un expert ou ne désigne pas d'autre expert?,252,passe si opérateur renonce explicitement choisir expert désigner autre expert
1042,1042,Que se passe-t-il si l opérateur renonce explicitement à désigner un expert ou ne désigne pas d'autre expert?,252,passe si opérateur renonce explicitement désigner expert désigner autre expert
1043,1043,Quelles sont les sanctions pouvant être prises en cas de tromperie en Europe?,253,quel sanction pouvoir être prise cas tromperie europe
1044,1044,Quelles sont les sanctions pouvant être prises en cas de tromperie?,253,quel sanction pouvoir être prise cas tromperie
1045,1045,Quelle est la gravité des sanctions prises en cas de tromperie?,253,quel gravité sanction prise cas tromperie
1046,1046,Les sanctions sont motivées et notifiées à l opérateur en cause par la présente soussection?,254,sanction motivé notifié opérateur cause présente soussection
1047,1047,Qu'est-ce qui motive les mesures prises par la présente sous-section?,254,motiver mesure prise présente sous section
1048,1048,Les mesures et sanctions sont motivées et notifiées à l opérateur en cause?,254,mesure sanction motivé notifié opérateur cause
1049,1049,Les mesures et sanctions sont motivées et notifiées à l opérateur en cause.,254,mesure sanction motivé notifié opérateur cause
1050,1050,Les sanctions sont motivées et notifiées à l opérateur en cause?,254,sanction motivé notifié opérateur cause
1051,1051,Quel est le montant maximal de l amende administrative prononcée par l autorité chargée de la surveillance du marché des véhicules et des moteurs?,255,quel montant maximal amende administratif prononcé autorité chargé surveillance marché véhiculer moteur
1052,1052,Quelle est la sanction prononcée par l autorité chargée de la surveillance du marché des véhicules et des moteurs lors de la procédure contradictoire?,255,quel sanction prononcé autorité chargé surveillance marché véhiculer moteur lors procédure contradictoire
1053,1053,Quelle est la sanction maximale prononcée par l autorité chargée de la surveillance du marché des véhicules et des moteurs?,255,quel sanction maximale prononcé autorité chargé surveillance marché véhiculer moteur
1054,1054,Quelle est la sanction prononcée par l autorité chargée de la surveillance du marché des véhicules et des moteurs?,255,quel sanction prononcé autorité chargé surveillance marché véhiculer moteur
1055,1055,Que doivent déclarer les opérateurs économiques qui procèdent au rappel ou au retrait des produits?,256,devoir déclarer opérateur économique procéder rappel retrait produit
1056,1056,Que doivent déclarer les opérateurs économiques qui procèdent au rappel ou au retrait?,256,devoir déclarer opérateur économique procéder rappel retrait
1057,1057,Comment s'appelle la déclaration par voie dématérialisée des opérateurs économiques?,256,comment appeler déclaration voie dématérialisée opérateur économique
1058,1058,Comment s'appelle la déclaration par voie électronique des opérateurs économiques?,256,comment appeler déclaration voie électronique opérateur économique
1059,1059,Que peut-on prononcer à titre conservatoire en cas de non-conformité?,257,pouvoir prononcer titre conservatoire cas non conformité
1060,1060,Que peut-on prononcer à titre conservatoire en cas de non conformité?,257,pouvoir prononcer titre conservatoire cas non conformité
1061,1061,Quelle est la durée des mesures conservatoires?,257,quel durée mesure conservatoire
1062,1062,Que peut-on prononcer à titre conservatoire?,257,pouvoir prononcer titre conservatoire
1063,1063,Qu'est - ce que l autorité chargée de la surveillance du marché des véhicules et des moteurs peut exiger du contenu d une interface en ligne qui mentionne,258,autorité chargé surveillance marché véhiculer moteur pouvoir exiger contenu interface ligne mentionner
1064,1064,Que peut exiger l autorité chargée de la surveillance du marché des véhicules et des moteurs lorsqu il n existe pas de moyen efficace pour éliminer un risque grave?,258,pouvoir exiger autorité chargé surveillance marché véhiculer moteur lorsqu exister moyen efficace éliminer risque grave
1065,1065,Qu'est - ce que l autorité chargée de la surveillance du marché des véhicules et des moteurs peut exiger du contenu d'une interface en ligne qui,258,autorité chargé surveillance marché véhiculer moteur pouvoir exiger contenu interface ligne
1066,1066,Que peut exiger l autorité chargée de la surveillance du marché des véhicules et des moteurs lorsqu il n'y a pas de moyen efficace pour éliminer un risque,258,pouvoir exiger autorité chargé surveillance marché véhiculer moteur lorsqu moyen efficace éliminer risque
1067,1067,Qu'est-ce que l'injonction de l'autorité chargée de la surveillance du marché des véhicules et des moteurs peut lui enjoindre de mentionner,259,injonction autorité chargé surveillance marché véhiculer moteur pouvoir enjoindre mentionner
1068,1068,Qu'est-ce que l'injonction de l'autorité chargée de la surveillance du marché des véhicules et des moteurs à l'égard des consommateurs,259,injonction autorité chargé surveillance marché véhiculer moteur égard consommateur
1069,1069,Qu'est-ce que l'injonction de l'autorité chargée de la surveillance du marché des véhicules et des moteurs à lui enjoindre de mentionner,259,injonction autorité chargé surveillance marché véhiculer moteur enjoindre mentionner
1070,1070,Qu'est-ce que l'injonction de l'autorité chargée de la surveillance du marché des véhicules et des moteurs peut lui enjoindre d informer,259,injonction autorité chargé surveillance marché véhiculer moteur pouvoir enjoindre informer
1071,1071,Qu'est-ce que l'injonction de l'autorité chargée de la surveillance du marché des véhicules et des moteurs à l'égard des opérateurs,259,injonction autorité chargé surveillance marché véhiculer moteur égard opérateur
1072,1072,Quand l opérateur économique n a pas exécuté dans le délai qui lui a été imparti la ou les mesures prononcées en application du I de l article L.,260,quand opérateur économique exécuter délai impartir mesure prononcé application article
1073,1073,Quand l opérateur économique n a pas exécuté dans le délai qui lui a été imparti la ou les mesures qui ont été prononcées en application du I de l,260,quand opérateur économique exécuter délai impartir mesure prononcé application
1074,1074,Que peut imposer l autorité chargée de la surveillance du marché des véhicules et des moteurs lorsque l opérateur économique n a pas exécuté dans le délai qui lui a,260,pouvoir imposer autorité chargé surveillance marché véhiculer moteur lorsque opérateur économique exécuter délai
1075,1075,"Quand l opérateur économique n a pas exécuté la ou les mesures qui ont été prononcées en application du I de l article L. 329-35, quelle",260,quand opérateur économique exécuter mesure prononcé application article quel
1076,1076,"Quand l opérateur économique n a pas exécuté la ou les mesures qui ont été prononcées en application du I de l article L. 329-35, l",260,quand opérateur économique exécuter mesure prononcé application article
1077,1077,Qu'est-ce que l'autorité chargée de la surveillance du marché des véhicules et des moteurs peut effectuer d office aux frais de l opérateur?,261,autorité chargé surveillance marché véhiculer moteur pouvoir effectuer office frais opérateur
1078,1078,Qu'est-ce que l'autorité chargée de la surveillance du marché des véhicules et des moteurs peut effectuer d office après une nouvelle injonction sans résultat,261,autorité chargé surveillance marché véhiculer moteur pouvoir effectuer office après nouveau injonction sans résultat
1079,1079,Qu'est-ce que l'autorité chargée de la surveillance du marché des véhicules et des moteurs peut effectuer d office aux frais de l opérateur économique,261,autorité chargé surveillance marché véhiculer moteur pouvoir effectuer office frais opérateur économique
1080,1080,Qu'est-ce que l'autorité chargée de la surveillance du marché des véhicules et des moteurs peut faire d office aux frais de l opérateur?,261,autorité chargé surveillance marché véhiculer moteur pouvoir faire office frais opérateur
1081,1081,Quelle est la nature et les modalités de la sanction envisagée?,262,quel nature modalité sanction envisagé
1082,1082,Qu'informe l opérateur économique avant de publier les mesures?,262,informe opérateur économique avant publier mesure
1083,1083,Qu'informe l opérateur économique avant la publication envisagée?,262,informe opérateur économique avant publication envisagé
1084,1084,Quelle est la nature de la sanction envisagée?,262,quel nature sanction envisagé
1085,1085,Quelle est la nature des sanctions prononcées?,262,quel nature sanction prononcé
1086,1086,Les amendes et astreintes ne peuvent porter que sur des faits remontant à plus de dix ans si aucun acte n a été accompli dans ce délai aucun,263,amende astreinte pouvoir porter fait remontant plus dix an si aucun acte accompli délai aucun
1087,1087,Les amendes et astreintes sont-elles prononcées lorsque les faits remontent à plus de dix ans?,263,amende astreinte il prononcé lorsque fait remonter plus dix an
1088,1088,Les sanctions sont-elles prononcées lorsque les faits remontent à plus de dix ans?,263,sanction il prononcé lorsque fait remonter plus dix an
1089,1089,Quel est le délai pour que les amendes et astreintes soient prononcées?,263,quel délai amende astreinte prononcé
1090,1090,Quel est le délai pour que les sanctions soient prononcées?,263,quel délai sanction prononcé
1091,1091,Quel est le privilège accordé aux amendes et aux astreintes prévues par le présent chapitre?,264,quel privilège accordé amende astreinte prévoir présent chapitre
1092,1092,Quel est le privilège accordé aux amendes et aux astreintes en vertu du présent chapitre?,264,quel privilège accordé amende astreinte vertu présent chapitre
1093,1093,Quel est le privilège accordé aux amendes et aux astreintes mentionnées par le présent chapitre?,264,quel privilège accordé amende astreinte mentionner présent chapitre
1094,1094,Quel est le montant des frais exposés par l autorité chargée de la surveillance du marché des véhicules et des moteurs pour réaliser les opérations de contrôle?,265,quel montant frais exposé autorité chargé surveillance marché véhiculer moteur réaliser opération contrôle
1095,1095,Quel est le montant des frais exposés par l autorité chargée de la surveillance du marché des véhicules et des moteurs?,265,quel montant frais exposé autorité chargé surveillance marché véhiculer moteur
1096,1096,Que supporte le responsable de la mise sur le marché du produit en cas de non-conformité?,265,supporter responsable miser marché produit cas non conformité
1097,1097,Que supporte le responsable de la mise sur le marché du produit?,265,supporter responsable miser marché produit
1098,1098,Que peut transiger l'autorité chargée de la surveillance du marché des véhicules et des moteurs?,266,pouvoir transiger autorité chargé surveillance marché véhiculer moteur
1099,1099,Que peut transiger l autorité chargée de la surveillance du marché des véhicules et des moteurs?,266,pouvoir transiger autorité chargé surveillance marché véhiculer moteur
1100,1100,Quel est le délai pour transiger?,266,quel délai transiger
1101,1101,Qu'est-ce qui est puni de six mois d emprisonnement et d'une amende?,267,puni six mois emprisonnement amende
1102,1102,Qu'est-ce que l'article L. 329-11?,267,article
1103,1103,Quelle est la peine de l'article L. 329-11?,267,quel peine article
1104,1104,Qu'est-ce que l'article 329-11?,267,article
1105,1105,Qu'est-ce qui est puni de six mois d emprisonnement et de 15 000 euros d amende?,268,puni six mois emprisonnement euro amende
1106,1106,Qu'est-ce qui est puni de six mois d emprisonnement et 15 000 euros d'amende?,268,puni six mois emprisonnement euro amende
1107,1107,Qu'est-ce qui est puni de six mois d'emprisonnement et 15 000 euros d amende?,268,puni six mois emprisonnement euro amende
1108,1108,Qu'est-ce qui est puni de six mois d emprisonnement et 15 000 euros d amende?,268,puni six mois emprisonnement euro amende
1109,1109,Comment appelle-t-on le fait de dissimuler des données ou des spécifications techniques?,268,comment appeler faire dissimuler donnée spécification technique
1110,1110,Quel est le montant de l amende pouvant être porté en fonction du chiffre d affaires moyen annuel?,269,quel montant amende pouvoir être porté fonction chiffre affaire moyen annuel
1111,1111,Quel est le montant de l amende pour ne pas avoir respecté les prescriptions techniques suivantes?,269,quel montant amende avoir respecté prescription technique suivant
1112,1112,Quel est le montant de l amende pour ne pas avoir respecté les prescriptions techniques?,269,quel montant amende avoir respecté prescription technique
1113,1113,Quelle est la pénalité maximale pour ne pas avoir respecté les prescriptions techniques?,269,quel pénalité maximale avoir respecté prescription technique
1114,1114,Quel type de personne peut également être poursuivi pour exercice d'une activité professionnelle ou sociale?,270,quel type personne pouvoir également être poursuivre exercice activité professionnel social
1115,1115,Quel type de personnes peut être poursuivi pour exercice d'une activité professionnelle ou sociale?,270,quel type personne pouvoir être poursuivre exercice activité professionnel social
1116,1116,Quel type de personne peut être poursuivi pour exercice d'une activité professionnelle ou sociale?,270,quel type personne pouvoir être poursuivre exercice activité professionnel social
1117,1117,Quelle catégorie de personnes peut également être condamnée à la peine complémentaire?,270,quel catégorie personne pouvoir également être condamné peine complémentaire
1118,1118,Quelle catégorie de personnes peut être condamnée à la peine complémentaire?,270,quel catégorie personne pouvoir être condamné peine complémentaire
1119,1119,Quelle est la nature des informations qui sont collectées dans le cadre du présent chapitre?,271,quel nature information collecter cadre présent chapitre
1120,1120,Qu'est-ce qui définit les modalités d application du présent chapitre?,271,définir modalité application présent chapitre
1121,1121,Qu est-ce qui définit les modalités d application du présent chapitre?,271,définir modalité application présent chapitre
1122,1122,"Qu'est-ce que la loi relative à l'informatique, aux fichiers et aux libertés?",272,loi relative informatique fichier liberté
1123,1123,"Qu'est-ce que la loi relative à l informatique, aux fichiers et aux libertés?",272,loi relative informatique fichier liberté
1124,1124,Quelle est la nature des informations qui peuvent être collectées?,272,quel nature information pouvoir être collecter
1125,1125,Quelle est la nature des informations qui peuvent être recueillies?,272,quel nature information pouvoir être recueilli
1126,1126,Quelle est la finalité des informations recueillies?,272,quel finalité information recueilli
1127,1127,Qui peut identifier les auteurs d'une infraction au présent code?,273,pouvoir identifier auteur infraction présent code
1128,1128,Qui peut identifier les auteurs des infractions au présent code?,273,pouvoir identifier auteur infraction présent code
1129,1129,A qui sont destinées les informations?,273,destinée information
1130,1130,A qui sont adressés les renseignements?,273,adresser renseignement
1131,1131,Quelle information peut être portée à la personne physique ou morale titulaire des pièces administratives exigées pour la circulation des véhicules?,274,quel information pouvoir être portée personne physique morale titulaire pièce administratif exiger circulation véhiculer
